Sr No,Date dd/mm/yyyy,Startup Name,Startup type,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD,GREEN,Success
2401,08-09-2015,MockBank,Non-Green,Government Test Preparation platform,nan,Bangalore,Blume Ventures,Seed Funding,"4,00,000",,0
2402,08-09-2015,ReportBee,Non-Green,Smart Report Cards for Schools,nan,Chennai,India Educational Investment Fund,Seed Funding,N/A,,0
2403,08-09-2015,GuruG Learning,Non-Green,Teacher empowerment platform,nan,Bangalore,India Educational Investment Fund,Seed Funding,N/A,,0
2404,10-09-2015,OnlineTyari,Non-Green,Multilingual Test Preparation Platform,nan,Gurgaon,"500 Startups, TV Mohandas Pai, Tandem Capital, Vikram Chachra, Aloke Bajpai",Private Equity,"7,70,000",,0
2405,10-09-2015,IndustryBuying,Non-Green,Industrial Tools Marketplace,nan,New Delhi,"Kalaari Capital, SAIF Partners, Beenextan investment fund",Private Equity,"92,00,000",,0
2406,10-09-2015,The/Nudge Foundation,Non-Green,Non Profit Organization to alleviate poverty,nan,Bangalore,"Nanadan Nilekani, InMobi, Paytm",Seed Funding,"3,15,000",,0
2407,11-09-2015,FitMeIn,Non-Green,Gym & Fitness Studios Subscription platform,nan,New Delhi,Green House Ventures,Seed Funding,"1,00,000",,0
2408,11-09-2015,Envoged,Non-Green,pre-used luxury item Marketplace,nan,Mumbai,"Ankush Nijhawan, Manish Dhingra, Gaurav Bhatnagar",Seed Funding,N/A,,0
2409,11-09-2015,Zapyle,Non-Green,pre-used apparel shopping mobile app,nan,Bangalore,N/A,Seed Funding,"10,00,000",,0
2410,11-09-2015,Renomania,Non-Green,Home Design & D\\xc3\\xa9cor platform,nan,New Delhi,Subodh Gupta,Seed Funding,N/A,,0
2411,12-09-2015,CredR,Non-Green,Used Vehicles Marketplace,nan,Mumbai,Eight Road Ventures,Private Equity,"1,50,00,000",,0
2412,12-09-2015,YatraGenie,Non-Green,Online Bus & Cab ticketing platform,nan,Hyderabad,Ash Bhardwaj,Private Equity,N/A,,0
2413,14-09-2015,CanvasFlip,Non-Green,Mobile App testing platform,nan,Hyderabad,Bessemer Venture Partners,Seed Funding,"12,00,000",,0
2414,14-09-2015,Shadowfax,Non-Green,Hyperlocal Delivery Services,nan,Gurgaon,Eight Roads Ventures,Private Equity,"90,00,000",,0
2415,14-09-2015,UE Life Sciences,Non-Green,Early Cancer Detection Solutions,nan,US/India,"Aarin Capital, Unitus Seed Fund",Private Equity,"30,00,000",,0
2416,14-09-2015,Ola Cabs,Non-Green,Cab rental Mobile app,nan,Bangalore,"Falcon Edge Capital, NY based Hedge Fund, Tiger Global, Softbank",Private Equity,"22,50,00,000",,0
2417,15-09-2015,Coverfox,Non-Green,Online Insurance Distribution Platform,nan,Mumbai,Cataraman Ventures,Private Equity,"20,00,000",,0
2418,15-09-2015,MoEngage,Non-Green,Mobile Marketing Automation Platform,nan,Bangalore,"Helion Venture Partners, Exfinity Ventures",Private Equity,"42,50,000",,0
2419,15-09-2015,Mubble,Non-Green,Prepaid Mobile Bill Manager App,nan,Bangalore,Nandan Nilekani,Seed Funding,N/A,,0
2420,15-09-2015,Tea Trails,Non-Green,Chain of Tea Caf\\xc3\\xa9\\xe2\\x80\\x99s,nan,Mumbai,"Anil Matai, Vikram Tandon, Shyam Sundar R & others",Seed Funding,"10,00,000",,0
2421,15-09-2015,Room on Call,Non-Green,Branded Budget Hotel Marketplace,nan,Noida,Payal Syal,Seed Funding,"3,00,000",,0
2422,15-09-2015,FYNE,Non-Green,Home Fitting & Fixtures Marketplace,nan,Bangalore,Sandeep Dama & Others,Seed Funding,N/A,,0
2423,16-09-2015,ChaiPoint,Non-Green,Food Subscription platform,nan,Bangalore,Eight Roads Ventures,Private Equity,"1,00,00,000",,0
2424,16-09-2015,WedmeGood.com,Non-Green,Wedding Planning Platform,nan,Gurgaon,Indian Angel Network,Seed Funding,"4,10,000",,0
2425,16-09-2015,XSTOK,Non-Green,B2B Mobile Auction Marketplace,nan,Mumbai,Oliphans Capital,Seed Funding,"4,50,000",,0
2426,17-09-2015,UniLog,Non-Green,E-commerce Data Analytics Platform,nan,Bangalore,Kalaari Capital,Private Equity,N/A,,0
2427,17-09-2015,Paintcollar,Non-Green,Designer Merchandize Marketplace,nan,Mumbai,Applyifi,Seed Funding,N/A,,0
2428,17-09-2015,YepMe,Non-Green,Private label Fashion eTailer,nan,Gurgaon,"Khazanah Nasional Berhad, Helion Venture Partners",Private Equity,"7,50,00,000",,0
2429,17-09-2015,Bueno,Non-Green,Online Food ordering & delivery,nan,Gurgaon,High Networth Individuals (No details),Seed Funding,"6,00,000",,0
2430,18-09-2015,Plabro,Non-Green,Real Estate Broker Platform App,nan,New Delhi,"Sachin Bansal & Binny Bansal, Sol Primero, Outbox Ventures, Sangram Singh",Seed Funding,"3,50,000",,0
2431,18-09-2015,CureJoy,Non-Green,Online Health & Wellness platform,nan,Bangalore,"Accel Partners, Subrata Mitra, Larry Braitman, Venk Krishna",Private Equity,"11,50,000",,0
2432,18-09-2015,Briston Technomach,Non-Green,Internet of Things platform,nan,New Delhi,Undisclosed,Seed Funding,"1,50,000",,0
2433,18-09-2015,LabStreet,Non-Green,Diagnostic Labs aggregator platform,nan,Gurgaon,Multiple investors,Seed Funding,"1,50,000",,0
2434,19-09-2015,DailyNinja,Non-Green,Hyperlocal Delivery Platform,nan,Bangalore,"Aprameya Radhakrishna, Naman Sarawagi, Afsal Salu,",Seed Funding,N/A,,0
2435,21-09-2015,Portea Medical,Non-Green,Home Medical Care Services,nan,Bangalore,"Accel Partners, International Finance Corporation (IFC), Qualcomm Ventures, Ventureast",Private Equity,"3,75,00,000",,0
2436,21-09-2015,Neotrade Analytics,Non-Green,Real-Time stock data platform,nan,Bangalore,Rainmatter,Seed Funding,"2,35,000",,0
2437,21-09-2015,DishCo,Non-Green,Food discovery & table booking app,nan,Mumbai,"Anand Mahindra, Uday Punj, Ashish Hemrajani, Sanjeev Mehra",Seed Funding,N/A,,0
2438,21-09-2015,LafaLafa,Non-Green,coupons and cashback aggregator app,nan,Mumbai,500 Startups,Seed Funding,"1,25,000",,0
2439,21-09-2015,ConnectAbank,Non-Green,Financial Products lead generation platform,nan,Mumbai,Prakhar Bumb,Seed Funding,N/A,,0
2440,22-09-2015,VillFarm,Green,Sustainable Agri-inputs Firm,nan,Bangalore,"Unitus Seed Fund, Rianta Capital, R Ramaraj, Sunil Edwards",Seed Funding,N/A,,0
2441,22-09-2015,Bestdealfinance,Non-Green,Financial Services Portal,nan,Mumbai,"Kalaari Capital, YourNest Angel Fund",Private Equity,"30,00,000",,0
2442,22-09-2015,GameXS.in,Non-Green,Pre-owned games Marketplace,nan,New Delhi,Lead Angels,Seed Funding,N/A,,0
2443,22-09-2015,The Man Company,Non-Green,Content-based Subscription E-commerce platform,nan,New Delhi,"Karan Bajwa, Amanpreet Bajaj, Manish Vij",Seed Funding,N/A,,0
2444,22-09-2015,Virtual Logic,Non-Green,"virtual reality, 3d simulation and stereoscopic products",nan,Bangalore,Swarnim Multiventures,Private Equity,"8,00,000",,0
2445,22-09-2015,Furdo,Non-Green,Online Interior Designing platform,nan,Bangalore,Bhavdeep Reddy,Seed Funding,"4,00,000",,0
2446,22-09-2015,LogiNext,Non-Green,End-to-end Logistics platform,nan,Mumbai,Paytm,Private Equity,"1,00,00,000",,0
2447,22-09-2015,Korra,Non-Green,Private Label Apparel sales,nan,New Delhi,Asha Jadeja Motwani & Others,Seed Funding,"3,00,000",,0
2448,23-09-2015,Credihealth,Non-Green,Healthcare Consulting platform,nan,Gurgaon,Rajat Malhotra,Seed Funding,N/A,,0
2449,23-09-2015,Amigobulls,Non-Green,Stock Market Portal,nan,Bangalore,"Sharad Sharma, Vijay Anand, Mohandas Pai. Pallav Nadhani, Singapore Angels Network & others",Seed Funding,N/A,,0
2450,23-09-2015,SilverPush,Non-Green,Cross-device retargeting platform,nan,Gurgaon / SFO,M&S Partners,Private Equity,"12,00,000",,0
2451,23-09-2015,Juggernaut,Non-Green,Digital & Physical Publishing platform,nan,New Delhi,"William Bissell, Neeraj Aggarwal, Nandan Nilekani",Private Equity,"22,50,000",,0
2452,23-09-2015,InnerChef,Non-Green,Food Delivery Platform,nan,New Delhi,"Phanindra Sama, Anupam Mittal, Vijay Shekhar Sharma, Vishal Gondal, Sateesh Andara & others",Private Equity,"17,50,000",,0
2453,24-09-2015,Quintype,Non-Green,Data Driven Publishing platform,nan,Bangalore,Raghav Bahl,Private Equity,"33,00,000",,0
2454,24-09-2015,Capabiliti,Non-Green,Employee OnBoarding & Orientation platform,nan,Noida,"500 Startups, Smile Multimedia, Kunal Bahl, Rohit Bansal, Girish Matrubootham",Seed Funding,"4,00,000",,0
2455,24-09-2015,Fourth Partner Energy,Green,Solar Power Solutions company,nan,Hyderabad,"Infuse Ventures, The Chennai Angels",Private Equity,"20,00,000",,0
2456,24-09-2015,Licious,Non-Green,Online Meat Ordering platform,nan,Bangalore,"Kanwaljit Singh, TV Mohandas Pai",Seed Funding,"10,00,000",,0
2457,25-09-2015,TravelKhana,Non-Green,online meal-booking platform for train travelers,nan,New Delhi,Astarc Ventures & Others,Seed Funding,N/A,,0
2458,28-09-2015,Quickli,Non-Green,hyperlocal delivery platform,nan,New Delhi,"500 Startups, Mato Peric & Others",Seed Funding,N/A,,0
2459,28-09-2015,Ola Cabs,Non-Green,Cab Booking app platform,nan,Bangalore,Didi Kuaidi,Private Equity,"3,00,00,000",,0
2460,29-09-2015,Paytm,Non-Green,E-Commerce & M-Commerce platform,nan,New Delhi,"Alibaba Group, Ant Financial",Private Equity,"68,00,00,000",,0
2461,29-09-2015,Inmobi,Non-Green,Mobile Advertising platform,nan,Bangalore,Tennenbaum Capital Partners & Others,Private Equity,"10,00,00,000",,0
2462,29-09-2015,Peppertap,Non-Green,Hyperlocal Grocery Delivery,nan,Gurgaon,"Sequoia India, SAIF Partners.",Private Equity,"3,60,00,000",,0
2463,29-09-2015,Hugefly,Non-Green,E-commerce Product recommendation platform,nan,Pune,Mayank Singhal and others,Seed Funding,N/A,,0
2464,29-09-2015,Brigge,Non-Green,Activity Based Social Network,nan,Chennai,The Chennai Angels,Seed Funding,N/A,,0
2465,29-09-2015,Zakoopi,Non-Green,Fashion Discovery platform,nan,New Delhi,Uniqorn Ventures,Seed Funding,"3,50,000",,0
2466,29-09-2015,LoanCircle,Non-Green,Consumer lending marketplace,nan,Bangalore,"Zishaan Hayath, Rahul Khanna & Others",Seed Funding,N/A,,0
2467,30-09-2015,Infoworks,Non-Green,Big Data Management Platform,nan,Bangalore / USA,"Nexus Venture Partners, Knoll Ventures and others",Private Equity,"50,00,000",,0
2468,30-09-2015,RedDoorz,Non-Green,Budget Accommodation Platform,nan,Noida,Jungle Ventures,Seed Funding,"10,00,000",,0
2469,30-09-2015,FirstTouch,Non-Green,Local Mobile OS,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Pranay Chulet, Naveen Tiwari, Amit Gupta, Mayank Singhal",Seed Funding,N/A,,0
2470,30-09-2015,Eywa Media,Non-Green,Digital Signal processing platform,nan,Bangalore,"ah! Ventures, Viktor Koenig PE Fund, Mantra Ventures",Seed Funding,"10,00,000",,0
2471,01-08-2015,Snapdeal,Non-Green,E-commerce Marketplace,nan,New Delhi,"Alibaba, Foxconn, Softbank",Private Equity,"50,00,00,000",,0
2472,01-08-2015,Ressy,Non-Green,Restaurant Discount app,nan,Pune,Mohandas Pai & others,Seed Funding,"4,00,000",,0
2473,03-08-2015,Cuelearn,Non-Green,Tech-enabled learning,nan,New Delhi,Alok Mittal,Seed Funding,N/A,,0
2474,03-08-2015,Connect India,Non-Green,E-commerce Logistics provider,nan,New Delhi,Aavishkaar,Private Equity,"50,00,000",,0
2475,03-08-2015,The Home Salon,Non-Green,on-demand home beauty and wellness portal,nan,Mumbai,VentureNursery,Seed Funding,N/A,,0
2476,03-08-2015,Jusride,Non-Green,Self Driven Car rental,nan,Mumbai,"Alok Mittal, Zeeshan Hayat, Niraj Singh, Nikunj Jain, Anirudh Damani, Punit Goyal",Seed Funding,N/A,,0
2477,03-08-2015,Oyorooms,Non-Green,Budget Hotel accommodation brand,nan,New Delhi,"SoftBank Group, Greenoaks Capital, Sequoia Capital,\\xc2\\xa0 Lightspeed India",Private Equity,"10,00,00,000",,0
2478,03-08-2015,Glowship,Green,Energy & Environment Online Marketplace,nan,Bangalore,Infuse Ventures,Seed Funding,N/A,,0
2479,03-08-2015,Wizrocket,Non-Green,User Engagment & Analytics platform,nan,Mumbai,"Sequoia Capital, Accel Partners",Private Equity,"96,00,000",,0
2480,04-08-2015,Pickingo,Non-Green,On-Demand Delivery Logistics,nan,New Delhi,"Orios Venture Partners, Zishaan Hayath",Private Equity,"13,00,000",,0
2481,05-08-2015,Grex,Non-Green,fund raising platform for startups,nan,Pune,"Kunal Bajaj, Chandru Badrinarayanan",Seed Funding,"6,50,000",,0
2482,05-08-2015,LetsTransport,Non-Green,Logistics Tech Platform,nan,Bangalore,"Rebright Partners, Ankush Nijhawan, Gaurav Bhatnagar, Manish Dhingra",Seed Funding,"13,00,000",,0
2483,05-08-2015,Zo Rooms,Non-Green,Online budget hotel chain,nan,New Delhi,"Tiger Global Management, Orios Venture Partners",Private Equity,"3,00,00,000",,0
2484,05-08-2015,Doormint,Non-Green,Hyperlocal Handyman services,nan,Mumbai,"Helion Venture Partners, Kalaari Capital",Private Equity,"30,00,000",,0
2485,05-08-2015,NightStay,Non-Green,hotel booking app,nan,Noida,"BedRock Ventures, Rajesh Sawhney, Shailesh Singh",Seed Funding,"5,00,000",,0
2486,05-08-2015,Zocalo,Non-Green,Rental Accomodation finder,nan,New Delhi,"Sachin Bhatia, Rajesh Sawhney",Seed Funding,N/A,,0
2487,05-08-2015,Sunday Realty Solutions,Non-Green,Tech Platform for property brokers,nan,Mumbai,"Ramesh Jogani, Shailesh Viswanathan, Jay Srinivasan",Seed Funding,"7,85,000",,0
2488,06-08-2015,Klozee,Non-Green,Luxury Apparel rental,nan,Bangalore,Tracxn Labs,Seed Funding,N/A,,0
2489,06-08-2015,Appvigil,Non-Green,App security\\xc2\\xa0 testing platform,nan,Mumbai,"Ravi Gururaj, Gaurav Sharma, Viswanath Ramachandran, RippleWave",Seed Funding,"5,00,000",,0
2490,06-08-2015,practo,Non-Green,Doctor Appointment booking app,nan,Bangalore,"Sofina, Google Capital, Altimeter Capital, Sequoia Capital Global Equities, Yuri Milner, Sequoia Capital, Matrix Partners",Private Equity,"9,00,00,000",,0
2491,06-08-2015,LoudShout,Non-Green,anonymous bulletin board app,nan,New Delhi,"Sanjay Sethi, Ravi Jaipuria & others",Seed Funding,N/A,,0
2492,06-08-2015,Wetravelsolo,Non-Green,Travel community platform,nan,New Delhi,"CCube Angels, Frontline Strategy",Seed Funding,N/A,,0
2493,06-08-2015,Ketto,Non-Green,Crowd funding platform,nan,Mumbai,"Chennai Angels, Calcutta Angels, ah! Ventures, Intellecap Impact Investment Network, Indus Age Partners, Singapore Angel Network, India Internet Fund, LetsVenture",Seed Funding,"7,00,000",,0
2494,06-08-2015,Ezetap,Non-Green,Mobile based PoS solution,nan,Bangalore,"Horizons Ventures, Capricorn Investment Group, Social+Capital, Helion Advisors, Berggruen Holdings",Private Equity,"2,50,00,000",,0
2495,06-08-2015,NDTV E-commerce venture,Non-Green,Car & Bike E-commerce platform,nan,Mumbai,"Inflexionpoint, Pramod Bhasin, Sixth Sense Ventures, Vindi Banga, Hiro Mashita",Private Equity,N/A,,0
2496,07-08-2015,Carl\\xe2\\x80\\x99s Jr,Non-Green,Fast food Chain Franchisee,nan,Gurgaon,YouWeCan Ventures,Seed Funding,"6,30,000",,0
2497,07-08-2015,EasyRewardz,Non-Green,Loyalty Programs & Reward Points,nan,Mumbai,"Wealth First, Ashneer Grover, Atul Phadnis",Private Equity,"5,00,000",,0
2498,07-08-2015,GIBSS,Green,Energy saving solutions provider,nan,Mumbai,"responsAbility Investments, Infuse Ventures",Private Equity,N/A,,0
2499,07-08-2015,StoreMore.in,Non-Green,Self-Storage Spaces,nan,Noida,Bedrock Ventures,Seed Funding,N/A,,0
2500,07-08-2015,iOrderFresh,Non-Green,Grocery retail Mobile app,nan,New Delhi,Best Foodworks,Seed Funding,N/A,,0
2501,10-08-2015,MyTaxiIndia,Non-Green,Taxi Rental platform,nan,Gurgaon,"Nihon Kotsu,",Private Equity,"5,00,000",,0
2502,10-08-2015,eSadar,Non-Green,E-commerce,nan,New Delhi,"Neha Vats, Gaurav Vats",Seed Funding,"80,000",,0
2503,10-08-2015,Actionable Analytics,Non-Green,Machine Learning Platform,nan,New Delhi/ Houston,"B M Gupta, Vinod Singhal",Seed Funding,N/A,,0
2504,10-08-2015,MyPoolin,Non-Green,mobile social network,nan,New Delhi,QPrize from Qualcomm Ventures,Seed Funding,"2,50,000",,0
2505,10-08-2015,NearBuy (previously\\xc2\\xa0 groupon India),Non-Green,Hyper-Local E-commerce,nan,New Delhi,Sequoia Capital,Private Equity,"1,60,00,000",,0
2506,10-08-2015,Inkmonk,Non-Green,Online printing marketplace,nan,Chennai,"Girish Mathrubootham, Phanindra Sama, Vikram Chachra, Others from LetsVenture",Seed Funding,"2,50,000",,0
2507,10-08-2015,ToneTag,Non-Green,mobile payment software platform,nan,Bangalore,Reliance Capital Venture,Private Equity,"10,00,000",,0
2508,10-08-2015,Grey Orange,Non-Green,Automated Storage & Warehousing Solution,nan,Gurgaon,Tiger Global Management,Private Equity,"3,00,00,000",,0
2509,11-08-2015,Livspace,Non-Green,Home Design & D\\xc3\\xa9cor solutions,nan,Bangalore,"Helion Ventures, Jungle Ventures & Bessemer Venture Partners",Private Equity,"80,00,000",,0
2510,11-08-2015,WOW! MOMO,Non-Green,Quick Service Restaurant Chain,nan,Kolkata,Indian Angel Network,Seed Funding,"16,00,000",,0
2511,11-08-2015,RainCan,Non-Green,Subscription based Online Grocery platform,nan,Pune,Ajeet Khurana & Others,Seed Funding,"1,00,000",,0
2512,11-08-2015,Allygrow Technologies,Non-Green,engineering services company,nan,Mumbai,Zodius Technology Fund,Private Equity,"2,00,00,000",,0
2513,11-08-2015,Infogain,Non-Green,Business and IT consulting,nan,New Delhi / US,ChrysCapital,Private Equity,"6,30,00,000",,0
2514,12-08-2015,OneAssist,Non-Green,Credit Card Fraud protection solutions,nan,Mumbai,"Sequoia Capital, Lightspeed Ventures",Private Equity,"75,00,000",,0
2515,12-08-2015,BigBasket,Non-Green,Online & mobile Grocery store,nan,Bangalore,Bessemer Venture Partners,Private Equity,"5,00,00,000",,0
2516,12-08-2015,Sheroes,Non-Green,Career Community for Women,nan,Noida,"Quintillion Media, 500 Startups",Seed Funding,"7,70,000",,0
2517,12-08-2015,Scripbox,Non-Green,Mutual Fund Investing platform,nan,Bangalore,"Accel Partners, Deep Kalra, Rajesh Magow, Mohit Gupta, Shamik Sharma",Private Equity,"25,00,000",,0
2518,13-08-2015,etaout,Non-Green,E-commerce Marketing Software Platform,nan,Noida,"Amit Ranjan, Vijay Shekhar Sharma, Kunal Bahl, Girish Mathrubootham &\\xc2\\xa0 Group of other Angel investors",Seed Funding,"5,00,000",,0
2519,13-08-2015,IFMR Holdings,Non-Green,Financial Inclusion platform,nan,Chennai,"Accion, LeapFrog Investments, Lok Capital",Private Equity,"2,50,00,000",,0
2520,13-08-2015,Massblurb,Non-Green,Digital Marketing automation solution,nan,Mumbai,"LetsVenture, Mumbai Angels",Seed Funding,N/A,,0
2521,13-08-2015,Agrostar,Non-Green,Mobile Commerce for Farmers,nan,Pune,IDG Ventures,Private Equity,"40,00,000",,0
2522,14-08-2015,VoxWeb,Non-Green,Picture based Social App,nan,Mumbai,Jitendra Gupta & others,Seed Funding,"1,00,000",,0
2523,14-08-2015,Trukky,Non-Green,Logistics service platform,nan,Ahmedabad,"Gujarat based angel investors, MMY co-Founder",Seed Funding,"2,45,000",,0
2524,14-08-2015,VanityCube,Non-Green,On-Demand Beauty Services,nan,New Delhi,Group of angel investors,Seed Funding,N/A,,0
2525,17-08-2015,Edu4Share,Non-Green,Exam Preparation Platform,nan,New Delhi,Nalin Jain & other angel investors,Seed Funding,"2,20,000",,0
2526,17-08-2015,YourStory,Non-Green,Startup Focused Online Publisher,nan,Mumbai,"Ratan Tata, Vani Kola, T V Mohandas Pai, Karthee Madasamay",Seed Funding,N/A,,0
2527,17-08-2015,Sampurnearth,Green,Waste Management Solutions,nan,Mumbai,"Intellecap Impact Investment Network, family office fund",Seed Funding,"1,60,000",,0
2528,17-08-2015,Orobind,Non-Green,App based Fitness coaching,nan,Bangalore,Existing & New Investors,Private Equity,N/A,,0
2529,17-08-2015,Fixy,Green,On demand cleaning & fixing services,nan,Mumbai,VentureNursery,Seed Funding,N/A,,0
2530,17-08-2015,MSM Box,Non-Green,Beauty & Lifestyle platform,nan,New Delhi,Rohit Goel,Seed Funding,N/A,,0
2531,17-08-2015,ShadowFax,Non-Green,on-demand delivery service,nan,Gurgaon,"Kunal Bahl, Rohit Bansal, Zishaan Hayath, Prashant Malik",Seed Funding,"3,10,000",,0
2532,17-08-2015,Gadgets 360,Non-Green,Car & Bike E-commerce platform,nan,New Delhi,One97 Communications,Private Equity,N/A,,0
2533,18-08-2015,Roposo,Non-Green,Fashion Discovery platform,nan,Gurgaon,Tiger Global,Private Equity,"1,50,00,000",,0
2534,18-08-2015,IntelligenceNODE,Non-Green,Data Analytics Platform,nan,Mumbai,"New Enterprise Associates, Orios Venture Partners",Private Equity,"42,00,000",,0
2535,18-08-2015,HyperVerge,Non-Green,Deep Learning Cloud Algorithms,nan,Chennai,"NEA, Milliways Ventures, Naya Ventures",Seed Funding,"10,00,000",,0
2536,18-08-2015,Twyst,Non-Green,Location based engagement & rewards platform,nan,Gurgaon,"Rohit Bhatia, Sunil Nikhar, Vaibhav Domkundwar, Siddharth Nautiyal",Seed Funding,N/A,,0
2537,18-08-2015,IDfy,Non-Green,Online Identity Verification Services platform,nan,Mumbai,"NEA, Blume Ventures & others",Private Equity,N/A,,0
2538,18-08-2015,Zoojoo.be,Non-Green,Corporate Wellness App,nan,Bangalore,RoundGlass Partners,Private Equity,"10,00,000",,0
2539,19-08-2015,Fashionove,Non-Green,Fashion Search & Review Platform,nan,Kolkata,Umesh Yadav,Seed Funding,N/A,,0
2540,19-08-2015,TimeSaverz,Green,"Hyperlocal Maintenance, Repair & Cleaning services",nan,Mumbai,Unilazer Ventures,Private Equity,"24,00,000",,0
2541,19-08-2015,Envoged,Non-Green,pre-owned Luxury online apparel seller,nan,Mumbai,"Manish Dhingra, Ankush Nijhawa, Gaurav Bhatnagar",Seed Funding,N/A,,0
2542,19-08-2015,MebelKart,Non-Green,Online Furniture Marketplace,nan,Bangalore,AskMe,Private Equity,"2,00,00,000",,0
2543,20-08-2015,LabsAdvisor,Non-Green,Online Diagnostic Tests Marketplace,nan,New Delhi,Group of Angel Investors,Seed Funding,"1,56,000",,0
2544,20-08-2015,Flatpebble,Non-Green,Online marketplace for Photographers,nan,Hyderabad,Indian Angel Network,Seed Funding,"6,00,000",,0
2545,20-08-2015,Bluegape.com,Non-Green,Visual Blogging platform,nan,New Delhi,"ah! Ventures, Times Internet, Rudy Gopalakrishnan",Seed Funding,"6,00,000",,0
2546,21-08-2015,ePoise,Non-Green,Job Search Platform,nan,Bangalore,"Orios Venture Partners, Amit Ranjan & others",Seed Funding,"5,00,000",,0
2547,24-08-2015,Jolly Food Fellow,Non-Green,Food Customer analytics platform,nan,Ahmedabad,The 1947,Seed Funding,"3,00,000",,0
2548,24-08-2015,BookMeIn,Non-Green,Professional Service Appointment booking service,nan,Mumbai,Ajmera Group of Companies,Seed Funding,"4,00,000",,0
2549,24-08-2015,iZofy,Non-Green,Scientific Horoscope Online Assistance platform,nan,Kolkata,Prime Capital Markets Ltd,Seed Funding,N/A,,0
2550,24-08-2015,rBus,Non-Green,Tech enabled AC bus service,nan,Mumbai,"India Quotient, Anupam Mittal & others",Seed Funding,N/A,,0
2551,25-08-2015,Qyk App,Non-Green,On-Demand App based Professional service provider,nan,Bangalore,"GrowX ventures, Tracxn Labs, Powai Lake Ventures, and Sahil Barua",Private Equity,"10,00,000",,0
2552,25-08-2015,EazyDiner,Non-Green,Restaurant Reservation Platform,nan,Gurgaon,"DSG Consumer Partners, Saama Capital",Private Equity,"30,00,000",,0
2553,25-08-2015,RevX,Non-Green,Cross-channel CRM platform,nan,Mumbai,"Norwest Venture Partners, Nexus Venture Partners, Helion Venture Partners, Draper Fisher Jurvetson, Peepul Capital",Private Equity,"40,00,000",,0
2554,25-08-2015,ICustomMadeIt,Non-Green,Professional Custom creators Marketplace,nan,Pune,Group of Angel Investors,Seed Funding,"2,50,000",,0
2555,26-08-2015,PickMyLaundry,Green,on-Demand Washing & Dry-Cleaning,nan,New Delhi,GHV Accelerator,Seed Funding,"1,00,000",,0
2556,26-08-2015,Belita,Non-Green,On-Demand Beauty Service,nan,Mumbai,"India Quotient, LetsVenture investors, Lead Angels",Seed Funding,"4,00,000",,0
2557,26-08-2015,EzySolare,Green,solar products and services marketplace,nan,Ahmedabad,Infuse Ventures,Seed Funding,N/A,,0
2558,26-08-2015,FoodTalkIndia,Non-Green,Online Food Community Platform,nan,Gurgaon,Undisclosed Investor,Seed Funding,"5,00,000",,0
2559,27-08-2015,InstaSafe,Non-Green,Private Cloud Networks SAAS platform,nan,Bangalore,Group of Investors,Seed Funding,N/A,,0
2560,27-08-2015,Eazy Coach,Non-Green,Education Marketplace,nan,Kolkata,Ravi Agarwal,Seed Funding,N/A,,0
2561,27-08-2015,Djubo.com,Non-Green,Cloud Based Hotel Sales Platform,nan,New Delhi,Ibibo Group,Private Equity,N/A,,0
2562,28-08-2015,BetterButter.in,Non-Green,online recipe sharing platform,nan,New Delhi,"Growx Ventures, Manish Singhal",Seed Funding,N/A,,0
2563,28-08-2015,Vyomo,Non-Green,Beauty & Lifestyle Mobile Marketplace,nan,Bangalore,Rocket Internet,Private Equity,"20,00,000",,0
2564,28-08-2015,RollMafia,Non-Green,QSR Restaurant Chain,nan,Pune,Equentia Natural Resources,Seed Funding,"1,60,000",,0
2565,29-08-2015,iamwire,Non-Green,Digital Media publishing platform,nan,Gurgaon,"Li Tao, Li Jian, Draphant Consultants, Nitin Garg, Saurabh Jain, Mohit Agarwal",Seed Funding,N/A,,0
2566,31-08-2015,DropKaffe,Non-Green,Online Coffee Delivery platform,nan,Bangalore,"Manish Singhal, P39 Capital & Others",Seed Funding,"3,00,000",,0
2567,31-08-2015,Reverie,Non-Green,Language Localization Cloud platform,nan,Bangalore,"Aspada Investment Advisors, Qualcomm Ventures",Private Equity,"40,00,000",,0
2568,31-08-2015,Infinite Analytics,Non-Green,Big Data & predictive Analysis Platform,nan,Mumbai,"Ratan Tata, Nikhil Vora & others",Private Equity,N/A,,0
2569,01-07-2015,Parcelled,Non-Green,Online Logistics Platform,nan,Bangalore,"Delhivery, Tracxn Labs",Seed Funding,N/A,,0
2570,01-07-2015,Retigence Technologies,Non-Green,Business IT Intelligence Services,nan,Mumbai,Omnivore Partners,Private Equity,N/A,,0
2571,01-07-2015,Cloudcherry Analytics,Non-Green,CRM / Analytics platform,nan,Chennai,"The Chennai Angels, IDG Ventures India",Seed Funding,"10,00,000",,0
2572,01/07/015,HandyHome,Non-Green,Hyperlocal Electronics repair Service,nan,Mumbai,"Bessemer Ventures, Kae Capital",Seed Funding,"6,30,000",,0
2573,01-07-2015,iDreamCareer,Non-Green,Ed-Tech Platform,nan,New Delhi,"ah! Ventures, Vivek Joshi, Mohit Satyanand & others",Seed Funding,N/A,,0
2574,01-07-2015,Ola Cabs,Non-Green,Cab rental Mobile app,nan,Bangalore,Ratan Tata,Private Equity,N/A,,0
